package,build,benchmark,before_ns,after_ns,change_pct,before_B_op,after_B_op,before_allocs_op,after_allocs_op,samples_per_revision,before_min_ns,before_max_ns,after_min_ns,after_max_ns
xxh3,purego,BenchmarkDigestSum/Default/64/128,8.5745,8.5715,-0.035,0.0,0.0,0.0,0.0,6,8.572,8.583,8.566,8.581
xxh3,purego,BenchmarkDigestSum/Default/241/64,30.075,30.66,1.945,0.0,0.0,0.0,0.0,6,30.07,30.1,30.65,35.68
xxh3,purego,BenchmarkDigestSum/Default/241/128,35.82,35.005,-2.275,0.0,0.0,0.0,0.0,6,35.81,35.87,34.95,35.06
xxh3,purego,BenchmarkDigestSum/Default/256/64,29.905,30.615,2.374,0.0,0.0,0.0,0.0,6,29.89,30.59,30.61,30.63
xxh3,purego,BenchmarkDigestSum/Default/256/128,35.49,34.75,-2.085,0.0,0.0,0.0,0.0,6,35.46,35.57,34.74,34.76
xxh3,purego,BenchmarkDigestSum/Default/576/64,48.615,49.305,1.419,0.0,0.0,0.0,0.0,6,48.61,48.65,49.27,49.32
xxh3,purego,BenchmarkDigestSum/Default/576/128,54.205,53.555,-1.199,0.0,0.0,0.0,0.0,6,54.17,54.35,53.52,53.58
xxh3,purego,BenchmarkDigestSum/Default/1024/64,74.715,75.34,0.837,0.0,0.0,0.0,0.0,6,74.67,74.81,75.32,75.36
xxh3,purego,BenchmarkDigestSum/Default/1024/128,80.255,79.465,-0.984,0.0,0.0,0.0,0.0,6,80.24,80.34,79.45,79.53
xxh3,purego,BenchmarkDigestSum/Default/1025/64,13.18,13.13,-0.379,0.0,0.0,0.0,0.0,6,13.17,13.19,13.13,13.14
xxh3,purego,BenchmarkDigestSum/Default/1025/128,18.16,18.285,0.688,0.0,0.0,0.0,0.0,6,18.15,18.21,18.27,18.29
xxh3,purego,BenchmarkDigestSum/Default/1536/64,44.895,43.065,-4.076,0.0,0.0,0.0,0.0,6,44.89,44.93,43.05,43.12
xxh3,purego,BenchmarkDigestSum/Default/1536/128,50.45,48.52,-3.826,0.0,0.0,0.0,0.0,6,50.42,50.5,48.5,48.54
xxh3,purego,BenchmarkDigestSum/Default/4096/64,74.73,72.89,-2.462,0.0,0.0,0.0,0.0,6,74.67,75.13,72.86,72.93
xxh3,purego,BenchmarkDigestSum/Default/4096/128,80.36,78.34,-2.514,0.0,0.0,0.0,0.0,6,80.29,80.39,78.33,78.36
xxh3,purego,BenchmarkDigestLocal/64/Default,37.96,37.92,-0.105,0.0,0.0,0.0,0.0,6,37.94,38.14,37.89,38.13
xxh3,purego,BenchmarkDigestLocal/64/Seed,295.05,46.4,-84.274,1536.0,0.0,1.0,0.0,6,292.5,295.3,46.37,46.48
xxh3,purego,BenchmarkDigestLocal/64/Secret,282.15,35.845,-87.296,1536.0,0.0,1.0,0.0,6,280.4,284.1,35.74,36.14
xxh3,purego,BenchmarkDigestLocal/256/Default,66.585,67.1,0.773,0.0,0.0,0.0,0.0,6,66.57,66.66,67.03,67.28
xxh3,purego,BenchmarkDigestLocal/256/Seed,320.9,75.39,-76.507,1536.0,0.0,1.0,0.0,6,319.8,323.3,75.37,75.44
xxh3,purego,BenchmarkDigestLocal/256/Secret,305.9,66.075,-78.4,1536.0,0.0,1.0,0.0,6,304.7,307.8,66.05,66.15
xxh3,purego,BenchmarkDigestLocal/1024/Default,126.9,127.1,0.158,0.0,0.0,0.0,0.0,6,126.8,126.9,127.0,127.3
xxh3,purego,BenchmarkDigestLocal/1024/Seed,350.5,135.5,-61.341,1536.0,0.0,1.0,0.0,6,349.8,351.7,135.4,135.6
xxh3,purego,BenchmarkDigestLocal/1024/Secret,356.2,126.1,-64.599,1536.0,0.0,1.0,0.0,6,355.1,474.4,126.1,126.2
xxh3,purego,BenchmarkDigestLocal/4096/Default,318.0,318.65,0.204,0.0,0.0,0.0,0.0,6,317.9,318.3,318.5,318.9
xxh3,purego,BenchmarkDigestLocal/4096/Seed,581.1,324.75,-44.115,1536.0,0.0,1.0,0.0,6,579.7,582.7,324.7,325.0
xxh3,purego,BenchmarkDigestLocal/4096/Secret,579.65,315.7,-45.536,1536.0,0.0,1.0,0.0,6,579.2,583.4,315.7,315.8
xxh64,native,BenchmarkDigest/64,16.83,14.795,-12.092,0.0,0.0,0.0,0.0,6,16.82,16.83,14.79,14.8
xxh64,native,BenchmarkDigest/256,23.975,22.03,-8.113,0.0,0.0,0.0,0.0,6,23.89,24.07,21.99,22.07
xxh64,native,BenchmarkDigest/1024,52.495,50.07,-4.619,0.0,0.0,0.0,0.0,6,52.34,52.94,49.99,50.3
xxh64,native,BenchmarkDigest/16384,618.75,616.55,-0.356,0.0,0.0,0.0,0.0,6,618.4,618.9,616.3,616.8
xxh64,native,BenchmarkDigest/1048576,45628.5,45046.5,-1.276,0.0,0.0,0.0,0.0,6,44638.0,47175.0,43711.0,46434.0
xxh64,native,BenchmarkDigestChunked/1,241979.0,242086.5,0.044,0.0,0.0,0.0,0.0,6,241841.0,242346.0,241943.0,242380.0
xxh64,native,BenchmarkDigestChunked/4,60661.0,60629.5,-0.052,0.0,0.0,0.0,0.0,6,60652.0,60692.0,60607.0,60682.0
